slug,name,brand,current_price,is_drip_exclusive,stockx_price
yeezy-boost-350-v2-core-black-white-oreo,Yeezy Boost 350 V2 Core Black White (Oreo),Yeezy,400,,
yeezy-boost-350-v2-cream-triple-white,Yeezy Boost 350 V2 Cream/Triple White,Yeezy,350,,
yeezy-boost-350-v2-dazzling-blue,Yeezy Boost 350 V2 Dazzling Blue,Yeezy,240,,
yeezy-boost-350-v2-granite,Yeezy Boost 350 V2 Granite,Yeezy,240,,
yeezy-boost-350-v2-hyperspace,Yeezy Boost 350 V2 Hyperspace,Yeezy,300,,
yeezy-boost-350-v2-mx-dark-sea-salt,Yeezy Boost 350 V2 MX Dark Sea Salt,Yeezy,240,,
yeezy-boost-350-v2-mx-oat,Yeezy Boost 350 V2 MX Oat,Yeezy,240,,
yeezy-boost-350-v2-salt,Yeezy Boost 350 V2 Salt,Yeezy,240,,
yeezy-boost-350-v2-sand-taupe,Yeezy Boost 350 V2 Sand Taupe,Yeezy,240,,
yeezy-boost-350-v2-sesame,Yeezy Boost 350 V2 Sesame,Yeezy,260,,
yeezy-boost-350-v2-slate,Yeezy Boost 350 V2 Slate,Yeezy,230,,
yeezy-boost-350-v2-static-non-reflective,Yeezy Boost 350 V2 Static (Non-Reflective),Yeezy,260,,
yeezy-boost-350-v2-synth-reflective,Yeezy Boost 350 V2 Synth (Reflective),Yeezy,350,,
yeezy-boost-350-v2-tail-light,Yeezy Boost 350 V2 Tail Light,Yeezy,280,,
adidas-yeezy-boost-350-v2-zebra-2017-2022-2023,Yeezy Boost 350 V2 Zebra (2017/2022/2023),Yeezy,350,,
yeezy-foam-rnnr-carbon,Yeezy Foam RNNR Carbon,Yeezy,120,,
yeezy-foam-rnnr-clay-taupe,Yeezy Foam RNNR Clay Taupe,Yeezy,120,,
yeezy-foam-rnnr-mineral-blue,Yeezy Foam RNNR Mineral Blue,Yeezy,130,,
yeezy-foam-rnnr-mx-brown-blue,Yeezy Foam RNNR MX Brown Blue,Yeezy,110,,
yeezy-foam-rnnr-onyx,Yeezy Foam RNNR Onyx,Yeezy,120,,
yeezy-foam-rnnr-sand,Yeezy Foam RNNR Sand,Yeezy,130,,
yeezy-foam-rnnr-stone-salt,Yeezy Foam RNNR Stone Salt,Yeezy,120,,
yeezy-foam-rnnr-sulfur-copyyeezy-foam-rnnr-vermillion,Yeezy Foam RNNR Vermillion,Yeezy,130,,
yeezy-slide-azure,Yeezy Slide Azure,Yeezy,120,,
yeezy-slide-bone-restock-pair,Yeezy Slide Bone (Restock Pair),Yeezy,120,,
yeezy-slide-dark-onyx,Yeezy Slide Dark Onyx,Yeezy,130,,
yeezy-slide-flax,Yeezy Slide Flax,Yeezy,120,,
yeezy-slide-glow-green-restock-pair-2022,Yeezy Slide Glow Green (Restock Pair 2022),Yeezy,130,,
yeezy-slide-granite,Yeezy Slide Granite,Yeezy,130,,
yeezy-slide-ochre,Yeezy Slide Ochre,Yeezy,120,,
yeezy-slide-onyx-1,Yeezy Slide Onyx,Yeezy,130,,
yeezy-slide-resin-restock-pair,Yeezy Slide Resin (Restock Pair),Yeezy,120,,
yeezy-slide-salt,Yeezy Slide Salt,Yeezy,120,,
yeezy-slide-slate-grey,Yeezy Slide Slate Grey,Yeezy,140,,
yeezy-slide-onyx-copy,Yeezy Slide Slate Marine,Yeezy,140,,
